lead_id,lead_date,campaign_name,channel,lead_source,age,age_group,gender,status,touchpoints,cost_per_lead,revenue,days_to_conversion,product_purchased,season,month,year,quarter,year_quarter,month_short,touchpoint_band
L3635,2023-04-29,New_Year_Launch,Google Search,Direct,49,45-54,Male,Lost,9,60.42,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,7–9
L3636,2024-02-04,New_Year_Launch,TikTok,Direct,35,35-44,Male,Nurturing,10,31.97,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,10–12
L3637,2023-05-25,Spring_Promo,Instagram,Paid Ads,47,45-54,Male,New Lead,5,49.33,0.0,0,,Spring,May,2023,Q2,2023Q2,May,4–6
L3638,2024-11-25,Black_Friday,YouTube,Referral,42,35-44,Female,Qualified,6,64.29,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L3639,2024-08-19,Spring_Promo,Instagram,Direct,50,45-54,Female,Converted,2,47.62,2192.89,79,SEO Pro,Summer,August,2024,Q3,2024Q3,Aug,1–3
L3640,2024-09-16,Back_to_School,Google Search,Direct,53,45-54,Male,New Lead,7,72.47,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L3641,2024-12-31,Spring_Promo,Facebook,Referral,29,25-34,Male,New Lead,3,49.33,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,1–3
L3642,2024-10-01,Summer_Blast,YouTube,Referral,46,45-54,Female,Converted,12,49.01,1320.35,12,CRM Integration,Fall,October,2024,Q4,2024Q4,Oct,10–12
L3643,2024-12-10,Black_Friday,Email,Organic,28,25-34,Female,New Lead,11,17.69,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,10–12
L3644,2024-08-23,Black_Friday,Instagram,Referral,18,18-24,Male,Converted,6,37.29,667.14,90,Digital Ads Package,Summer,August,2024,Q3,2024Q3,Aug,4–6
L3645,2024-05-31,Black_Friday,YouTube,Paid Ads,50,45-54,Male,New Lead,7,45.65,0.0,0,,Spring,May,2024,Q2,2024Q2,May,7–9
L3646,2024-07-23,Year_End_Push,Google Search,Referral,38,35-44,Female,Nurturing,4,76.37,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,4–6
L3647,2023-04-02,Back_to_School,Email,Paid Ads,39,35-44,Female,Nurturing,2,24.0,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,1–3
L3648,2024-12-28,Back_to_School,Email,Organic,51,45-54,Female,Qualified,7,22.11,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,7–9
L3649,2024-05-21,Summer_Blast,TikTok,Organic,31,25-34,Female,New Lead,11,41.85,0.0,0,,Spring,May,2024,Q2,2024Q2,May,10–12
L3650,2023-12-08,Back_to_School,TikTok,Paid Ads,37,35-44,Female,Qualified,10,33.28,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,10–12
L3651,2024-12-06,Spring_Promo,Facebook,Organic,31,25-34,Male,Converted,11,59.61,3460.23,3,CRM Integration,Winter,December,2024,Q4,2024Q4,Dec,10–12
L3652,2024-08-26,Spring_Promo,Facebook,Direct,20,18-24,Male,Qualified,6,42.48,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,4–6
L3653,2023-07-27,Black_Friday,Google Search,Organic,28,25-34,Male,Lost,11,72.59,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,10–12
L3654,2023-07-25,Black_Friday,Google Search,Paid Ads,35,35-44,Male,Nurturing,2,74.24,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,1–3
L3655,2024-08-25,Year_End_Push,Email,Organic,24,18-24,Female,Converted,9,16.7,2495.15,15,Digital Ads Package,Summer,August,2024,Q3,2024Q3,Aug,7–9
L3656,2023-08-25,Year_End_Push,Instagram,Paid Ads,57,55+,Female,Nurturing,5,41.72,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,4–6
L3657,2024-09-28,Year_End_Push,Email,Paid Ads,68,55+,Female,Converted,1,26.79,4655.58,29,SEO Pro,Fall,September,2024,Q3,2024Q3,Sep,1–3
L3658,2024-10-20,Black_Friday,TikTok,Direct,19,18-24,Male,New Lead,2,28.49,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,1–3
L3659,2024-08-08,Back_to_School,Email,Organic,45,45-54,Female,Converted,8,18.06,4523.58,33,SEO Pro,Summer,August,2024,Q3,2024Q3,Aug,7–9
L3660,2024-11-28,Spring_Promo,Instagram,Organic,28,25-34,Male,Lost,4,45.97,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L3661,2024-09-25,Summer_Blast,Google Search,Direct,58,55+,Male,Nurturing,3,68.08,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,1–3
L3662,2024-02-22,Year_End_Push,TikTok,Direct,35,35-44,Male,Qualified,6,42.67,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L3663,2023-04-11,Black_Friday,Google Search,Direct,53,45-54,Male,Converted,8,68.18,2291.58,17,CRM Integration,Spring,April,2023,Q2,2023Q2,Apr,7–9
L3664,2024-11-11,Year_End_Push,TikTok,Direct,46,45-54,Female,Nurturing,1,41.34,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,1–3
L3665,2023-07-08,Summer_Blast,Google Search,Direct,32,25-34,Male,Nurturing,7,66.5,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,7–9
L3666,2023-03-29,Black_Friday,YouTube,Paid Ads,60,55+,Male,Nurturing,6,63.99,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,4–6
L3667,2024-08-20,Black_Friday,YouTube,Organic,58,55+,Male,Qualified,6,49.84,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,4–6
L3668,2024-03-20,Black_Friday,Facebook,Direct,42,35-44,Female,Nurturing,10,48.45,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,10–12
L3669,2024-06-28,Year_End_Push,Instagram,Paid Ads,36,35-44,Female,Qualified,1,35.49,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,1–3
L3670,2024-07-18,Black_Friday,Google Search,Organic,18,18-24,Male,Qualified,10,69.65,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,10–12
L3671,2024-07-01,Back_to_School,Facebook,Direct,68,55+,Male,Converted,2,52.66,3417.29,40,CRM Integration,Summer,July,2024,Q3,2024Q3,Jul,1–3
L3672,2024-09-09,Spring_Promo,YouTube,Referral,22,18-24,Male,New Lead,5,48.67,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,4–6
L3673,2023-02-20,Back_to_School,Google Search,Direct,55,55+,Male,Nurturing,11,70.53,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,10–12
L3674,2023-06-03,Spring_Promo,TikTok,Organic,57,55+,Female,New Lead,1,34.8,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,1–3
L3675,2023-01-24,Summer_Blast,Google Search,Referral,22,18-24,Female,Nurturing,11,66.03,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,10–12
L3676,2024-02-22,Summer_Blast,TikTok,Paid Ads,27,25-34,Male,Converted,2,40.09,3352.95,3,SEO Pro,Winter,February,2024,Q1,2024Q1,Feb,1–3
L3677,2023-09-25,Spring_Promo,Google Search,Paid Ads,23,18-24,Female,Lost,7,73.71,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,7–9
L3678,2024-10-12,Back_to_School,Facebook,Direct,30,25-34,Female,Qualified,1,47.77,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,1–3
L3679,2024-11-10,Back_to_School,YouTube,Referral,21,18-24,Female,Qualified,6,64.22,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L3680,2023-08-02,Year_End_Push,Instagram,Direct,39,35-44,Female,Lost,5,42.24,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,4–6
L3681,2024-01-25,New_Year_Launch,Facebook,Referral,33,25-34,Female,New Lead,9,55.11,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,7–9
L3682,2023-10-02,New_Year_Launch,Email,Paid Ads,43,35-44,Female,Converted,5,22.13,3027.04,30,Social Media Manager,Fall,October,2023,Q4,2023Q4,Oct,4–6
L3683,2024-02-06,Summer_Blast,Google Search,Direct,30,25-34,Male,Nurturing,9,74.6,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L3684,2024-04-27,Black_Friday,Instagram,Direct,34,25-34,Female,Qualified,9,35.09,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L3685,2024-11-03,Year_End_Push,TikTok,Direct,29,25-34,Male,Nurturing,5,44.58,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L3686,2023-01-25,Year_End_Push,Email,Referral,50,45-54,Male,New Lead,5,27.26,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,4–6
L3687,2023-10-03,Year_End_Push,YouTube,Organic,35,35-44,Male,New Lead,3,53.02,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,1–3
L3688,2024-09-09,Summer_Blast,TikTok,Referral,45,45-54,Female,Lost,10,43.17,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,10–12
L3689,2024-08-27,Summer_Blast,TikTok,Direct,48,45-54,Male,Converted,11,34.29,4048.11,45,Digital Ads Package,Summer,August,2024,Q3,2024Q3,Aug,10–12
L3690,2023-12-26,Back_to_School,Google Search,Paid Ads,23,18-24,Male,Nurturing,1,60.2,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,1–3
L3691,2024-07-29,Spring_Promo,Facebook,Referral,21,18-24,Female,Converted,4,43.88,2045.38,9,Brand Analytics Suite,Summer,July,2024,Q3,2024Q3,Jul,4–6
L3692,2023-12-05,Year_End_Push,TikTok,Direct,27,25-34,Male,Converted,12,31.76,3761.98,13,Digital Ads Package,Winter,December,2023,Q4,2023Q4,Dec,10–12
L3693,2023-06-20,Back_to_School,Email,Organic,42,35-44,Female,Lost,3,20.02,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,1–3
L3694,2023-07-07,New_Year_Launch,Email,Direct,26,25-34,Male,Qualified,6,28.12,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,4–6
L3695,2024-07-21,Summer_Blast,Facebook,Direct,66,55+,Female,Nurturing,6,56.3,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,4–6
L3696,2023-02-11,New_Year_Launch,Instagram,Referral,36,35-44,Male,Converted,11,50.96,863.7,30,Social Media Manager,Winter,February,2023,Q1,2023Q1,Feb,10–12
L3697,2023-11-17,Back_to_School,YouTube,Referral,51,45-54,Male,Converted,4,60.12,3598.87,90,Digital Ads Package,Fall,November,2023,Q4,2023Q4,Nov,4–6
L3698,2023-09-11,Black_Friday,TikTok,Organic,46,45-54,Male,Nurturing,7,36.85,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,7–9
L3699,2024-03-09,Black_Friday,YouTube,Referral,19,18-24,Female,Qualified,12,59.38,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,10–12
L3700,2023-09-21,Black_Friday,Instagram,Paid Ads,42,35-44,Female,New Lead,9,45.51,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,7–9
L3701,2023-03-27,Black_Friday,Instagram,Organic,28,25-34,Male,Nurturing,7,47.07,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,7–9
L3702,2024-05-20,Spring_Promo,Email,Referral,30,25-34,Male,Nurturing,5,30.82,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L3703,2024-12-21,Summer_Blast,YouTube,Paid Ads,38,35-44,Male,Lost,8,59.47,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,7–9
L3704,2024-06-27,Summer_Blast,TikTok,Referral,30,25-34,Male,Converted,9,46.4,4807.71,40,CRM Integration,Summer,June,2024,Q2,2024Q2,Jun,7–9
L3705,2024-09-14,Spring_Promo,YouTube,Paid Ads,39,35-44,Female,New Lead,7,61.32,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L3706,2023-09-01,Year_End_Push,YouTube,Paid Ads,19,18-24,Female,New Lead,5,47.14,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,4–6
L3707,2024-09-12,Black_Friday,Facebook,Direct,40,35-44,Female,Nurturing,2,54.19,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,1–3
L3708,2023-03-29,New_Year_Launch,Instagram,Referral,61,55+,Female,Qualified,12,45.43,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,10–12
L3709,2023-03-28,Summer_Blast,Google Search,Referral,27,25-34,Female,Lost,11,75.73,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,10–12
L3710,2023-05-31,Back_to_School,Instagram,Organic,52,45-54,Male,New Lead,2,48.67,0.0,0,,Spring,May,2023,Q2,2023Q2,May,1–3
L3711,2023-06-15,Black_Friday,Facebook,Organic,47,45-54,Male,Qualified,7,52.18,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,7–9
L3712,2023-06-09,Summer_Blast,YouTube,Direct,18,18-24,Female,Converted,10,48.13,2974.75,51,CRM Integration,Summer,June,2023,Q2,2023Q2,Jun,10–12
L3713,2023-04-27,Black_Friday,TikTok,Direct,52,45-54,Male,Converted,6,43.46,1116.09,66,SEO Pro,Spring,April,2023,Q2,2023Q2,Apr,4–6
L3714,2024-09-25,Back_to_School,YouTube,Referral,49,45-54,Female,Converted,2,61.81,2179.22,26,Digital Ads Package,Fall,September,2024,Q3,2024Q3,Sep,1–3
L3715,2024-10-23,Summer_Blast,Instagram,Organic,38,35-44,Female,New Lead,9,42.55,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L3716,2023-11-14,Summer_Blast,Email,Organic,67,55+,Female,Converted,1,24.76,1265.45,41,CRM Integration,Fall,November,2023,Q4,2023Q4,Nov,1–3
L3717,2023-10-06,New_Year_Launch,Instagram,Paid Ads,52,45-54,Female,Converted,12,35.17,4049.06,35,SEO Pro,Fall,October,2023,Q4,2023Q4,Oct,10–12
L3718,2023-05-30,Year_End_Push,YouTube,Organic,36,35-44,Male,Converted,7,49.8,2937.67,13,Digital Ads Package,Spring,May,2023,Q2,2023Q2,May,7–9
L3719,2023-02-19,Black_Friday,YouTube,Paid Ads,58,55+,Male,New Lead,6,62.43,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,4–6
L3720,2023-11-14,Spring_Promo,Facebook,Direct,26,25-34,Male,New Lead,1,45.19,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,1–3
L3721,2023-06-27,Back_to_School,YouTube,Paid Ads,67,55+,Male,Converted,9,45.63,3831.04,88,Digital Ads Package,Summer,June,2023,Q2,2023Q2,Jun,7–9
L3722,2024-08-01,Spring_Promo,TikTok,Direct,46,45-54,Female,Qualified,11,41.53,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,10–12
L3723,2024-06-06,Year_End_Push,YouTube,Direct,32,25-34,Female,New Lead,5,56.85,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L3724,2023-05-13,Spring_Promo,TikTok,Organic,46,45-54,Male,New Lead,12,29.62,0.0,0,,Spring,May,2023,Q2,2023Q2,May,10–12
L3725,2023-10-03,Spring_Promo,Instagram,Direct,53,45-54,Female,Nurturing,1,46.21,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,1–3
L3726,2024-01-16,Black_Friday,TikTok,Paid Ads,24,18-24,Male,New Lead,2,29.62,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,1–3
L3727,2024-01-08,Back_to_School,Facebook,Referral,59,55+,Female,Qualified,8,50.41,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,7–9
L3728,2024-04-09,Spring_Promo,Facebook,Direct,38,35-44,Female,Nurturing,2,50.56,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,1–3
L3729,2024-05-28,New_Year_Launch,YouTube,Organic,50,45-54,Female,Converted,3,55.01,4309.06,31,CRM Integration,Spring,May,2024,Q2,2024Q2,May,1–3
L3730,2024-03-27,Black_Friday,TikTok,Direct,20,18-24,Female,Lost,1,38.88,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,1–3
L3731,2024-06-21,Spring_Promo,TikTok,Direct,45,45-54,Male,New Lead,5,37.56,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L3732,2023-03-12,New_Year_Launch,TikTok,Referral,31,25-34,Male,Qualified,7,34.04,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,7–9
L3733,2023-10-31,New_Year_Launch,Google Search,Paid Ads,46,45-54,Female,Qualified,2,77.03,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,1–3
L3734,2023-04-15,Summer_Blast,Instagram,Referral,53,45-54,Male,Nurturing,5,42.49,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,4–6
L3735,2023-08-01,Year_End_Push,Email,Direct,21,18-24,Female,Converted,7,29.74,1678.69,4,Social Media Manager,Summer,August,2023,Q3,2023Q3,Aug,7–9
L3736,2024-05-09,Year_End_Push,Email,Direct,51,45-54,Male,Nurturing,4,30.54,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L3737,2024-11-30,Year_End_Push,Instagram,Referral,19,18-24,Female,Qualified,11,47.07,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,10–12
L3738,2023-07-05,Back_to_School,YouTube,Organic,34,25-34,Male,Nurturing,3,59.94,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,1–3
L3739,2023-08-17,Black_Friday,Google Search,Organic,29,25-34,Male,Qualified,1,63.6,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,1–3
L3740,2024-07-10,Year_End_Push,YouTube,Paid Ads,53,45-54,Male,New Lead,3,54.03,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L3741,2023-03-31,Year_End_Push,Google Search,Organic,44,35-44,Female,New Lead,8,68.73,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,7–9
L3742,2024-09-19,New_Year_Launch,Google Search,Referral,22,18-24,Female,Nurturing,12,72.58,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,10–12
L3743,2024-10-01,Year_End_Push,Google Search,Referral,60,55+,Male,Nurturing,6,70.01,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,4–6
L3744,2024-02-24,Spring_Promo,Google Search,Organic,20,18-24,Male,Qualified,7,73.81,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L3745,2024-05-19,Spring_Promo,Email,Organic,65,55+,Female,Nurturing,11,16.23,0.0,0,,Spring,May,2024,Q2,2024Q2,May,10–12
L3746,2023-06-22,Summer_Blast,Instagram,Direct,31,25-34,Male,Converted,6,46.93,4247.61,58,Brand Analytics Suite,Summer,June,2023,Q2,2023Q2,Jun,4–6
L3747,2024-05-14,Year_End_Push,Email,Referral,46,45-54,Male,Nurturing,9,30.28,0.0,0,,Spring,May,2024,Q2,2024Q2,May,7–9
L3748,2023-06-20,Black_Friday,TikTok,Organic,61,55+,Male,Nurturing,2,41.95,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,1–3
L3749,2024-11-30,Black_Friday,Instagram,Direct,51,45-54,Male,Qualified,2,48.91,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,1–3
L3750,2024-09-20,Summer_Blast,Google Search,Organic,29,25-34,Male,New Lead,6,75.22,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,4–6
L3751,2023-06-17,Summer_Blast,Facebook,Organic,20,18-24,Female,Nurturing,12,54.03,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,10–12
L3752,2023-08-29,Back_to_School,Facebook,Paid Ads,70,55+,Female,Converted,10,55.6,2966.71,16,Brand Analytics Suite,Summer,August,2023,Q3,2023Q3,Aug,10–12
L3753,2023-12-17,Summer_Blast,Email,Paid Ads,26,25-34,Male,Lost,5,14.12,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,4–6
L3754,2023-09-18,New_Year_Launch,Email,Organic,38,35-44,Female,Converted,7,28.64,4541.14,14,Brand Analytics Suite,Fall,September,2023,Q3,2023Q3,Sep,7–9
L3755,2023-09-25,Summer_Blast,Instagram,Direct,24,18-24,Male,Nurturing,2,42.16,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,1–3
L3756,2024-02-03,Summer_Blast,Facebook,Referral,62,55+,Male,New Lead,1,46.35,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,1–3
L3757,2023-12-12,Year_End_Push,Email,Direct,49,45-54,Female,Converted,10,27.5,707.64,76,SEO Pro,Winter,December,2023,Q4,2023Q4,Dec,10–12
L3758,2023-02-02,Summer_Blast,Email,Direct,60,55+,Male,Nurturing,12,23.25,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,10–12
L3759,2023-04-06,Back_to_School,Google Search,Paid Ads,54,45-54,Female,Converted,9,66.37,789.67,27,Brand Analytics Suite,Spring,April,2023,Q2,2023Q2,Apr,7–9
L3760,2023-05-20,Spring_Promo,Google Search,Direct,28,25-34,Female,Nurturing,11,60.42,0.0,0,,Spring,May,2023,Q2,2023Q2,May,10–12
L3761,2023-06-25,Back_to_School,YouTube,Paid Ads,24,18-24,Female,New Lead,12,57.93,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,10–12
L3762,2023-09-09,Spring_Promo,YouTube,Paid Ads,21,18-24,Female,Nurturing,4,48.7,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,4–6
L3763,2023-11-14,Year_End_Push,Instagram,Organic,39,35-44,Female,New Lead,3,40.8,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,1–3
L3764,2023-09-08,Summer_Blast,YouTube,Organic,32,25-34,Female,Converted,6,61.17,532.95,77,Social Media Manager,Fall,September,2023,Q3,2023Q3,Sep,4–6
L3765,2024-06-11,Spring_Promo,YouTube,Organic,35,35-44,Female,Converted,2,53.52,4909.44,54,Social Media Manager,Summer,June,2024,Q2,2024Q2,Jun,1–3
L3766,2024-07-06,Back_to_School,Facebook,Direct,19,18-24,Female,New Lead,2,54.4,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L3767,2023-11-29,New_Year_Launch,Facebook,Referral,23,18-24,Male,New Lead,11,61.8,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,10–12
L3768,2023-03-14,Spring_Promo,TikTok,Direct,63,55+,Male,Converted,4,28.54,1932.38,41,CRM Integration,Spring,March,2023,Q1,2023Q1,Mar,4–6
L3769,2023-06-28,Spring_Promo,Email,Paid Ads,67,55+,Female,Nurturing,7,16.84,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,7–9
L3770,2023-06-21,Year_End_Push,YouTube,Direct,62,55+,Female,New Lead,4,56.4,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,4–6
L3771,2024-10-02,Spring_Promo,Email,Referral,24,18-24,Male,Converted,4,28.45,3239.73,3,CRM Integration,Fall,October,2024,Q4,2024Q4,Oct,4–6
L3772,2023-06-02,New_Year_Launch,TikTok,Referral,41,35-44,Male,Nurturing,7,33.88,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,7–9
L3773,2023-07-26,Back_to_School,YouTube,Paid Ads,62,55+,Male,Nurturing,11,61.12,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,10–12
L3774,2024-06-23,Back_to_School,TikTok,Direct,39,35-44,Male,New Lead,10,35.62,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,10–12
L3775,2023-09-13,Back_to_School,Google Search,Referral,67,55+,Male,New Lead,3,72.55,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,1–3
L3776,2023-07-29,Spring_Promo,Facebook,Referral,66,55+,Male,Nurturing,1,48.8,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,1–3
L3777,2024-05-06,Year_End_Push,YouTube,Referral,62,55+,Female,Qualified,1,61.87,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L3778,2024-09-07,Back_to_School,Google Search,Referral,67,55+,Female,Qualified,8,59.92,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L3779,2024-06-19,Spring_Promo,Facebook,Direct,20,18-24,Male,Converted,1,46.03,3929.1,76,Social Media Manager,Summer,June,2024,Q2,2024Q2,Jun,1–3
L3780,2023-10-19,Summer_Blast,Email,Direct,67,55+,Female,Lost,10,26.79,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L3781,2024-09-17,Black_Friday,Google Search,Direct,55,55+,Female,Nurturing,8,69.59,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L3782,2023-03-29,Black_Friday,Google Search,Organic,21,18-24,Male,Nurturing,10,74.93,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,10–12
L3783,2024-04-03,Year_End_Push,Instagram,Paid Ads,21,18-24,Female,Qualified,7,37.05,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L3784,2023-03-20,Spring_Promo,Google Search,Referral,51,45-54,Female,Converted,9,68.86,2400.7,3,Digital Ads Package,Spring,March,2023,Q1,2023Q1,Mar,7–9
L3785,2023-08-01,Summer_Blast,Facebook,Paid Ads,44,35-44,Female,Qualified,6,61.39,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,4–6
L3786,2023-10-12,Spring_Promo,Email,Referral,62,55+,Female,Converted,1,18.48,3405.71,53,SEO Pro,Fall,October,2023,Q4,2023Q4,Oct,1–3
L3787,2023-09-28,Summer_Blast,Facebook,Organic,44,35-44,Male,Converted,9,60.02,2455.85,61,CRM Integration,Fall,September,2023,Q3,2023Q3,Sep,7–9
L3788,2023-05-14,Back_to_School,Google Search,Organic,38,35-44,Female,Lost,11,64.61,0.0,0,,Spring,May,2023,Q2,2023Q2,May,10–12
L3789,2023-11-05,Black_Friday,Google Search,Paid Ads,49,45-54,Male,Converted,2,68.28,3331.33,32,CRM Integration,Fall,November,2023,Q4,2023Q4,Nov,1–3
L3790,2023-11-27,New_Year_Launch,Email,Organic,45,45-54,Male,Qualified,4,22.24,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,4–6
L3791,2024-01-22,Black_Friday,Instagram,Paid Ads,24,18-24,Male,Nurturing,2,47.02,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,1–3
L3792,2024-12-26,Summer_Blast,Facebook,Referral,22,18-24,Female,Lost,6,51.79,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,4–6
L3793,2023-05-31,Black_Friday,Instagram,Paid Ads,51,45-54,Male,Qualified,4,36.03,0.0,0,,Spring,May,2023,Q2,2023Q2,May,4–6
L3794,2023-09-22,Summer_Blast,Facebook,Referral,41,35-44,Male,Nurturing,10,50.06,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,10–12
L3795,2023-07-20,New_Year_Launch,Instagram,Organic,31,25-34,Male,Lost,8,39.45,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,7–9
L3796,2023-05-08,Black_Friday,YouTube,Organic,52,45-54,Female,Converted,5,62.72,1759.73,46,SEO Pro,Spring,May,2023,Q2,2023Q2,May,4–6
L3797,2024-02-06,Summer_Blast,YouTube,Direct,25,25-34,Female,Qualified,6,53.89,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L3798,2024-12-01,Back_to_School,Facebook,Direct,49,45-54,Female,Nurturing,4,47.74,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,4–6
L3799,2024-04-15,Summer_Blast,Email,Referral,28,25-34,Female,Nurturing,1,27.74,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,1–3
L3800,2023-01-26,Year_End_Push,Google Search,Direct,45,45-54,Female,Nurturing,3,63.3,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,1–3
